ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2224	"ENSG00000134851.8"	"TMEM165"	chr4	+	56284102	56284152	56284214	56284331	56283969	56284015	56290704	56290810	2224	161,289	0,0	112,102	18,12	148	197	3.83126863568e-12	1.82341020854e-09	1.0,1.0	0.892,0.919	0.095
6965	"ENSG00000138398.11"	"PPIG"	chr2	+	170460151	170460204	170460535	170460612	170440849	170441000	170460696	170460771	6965	7,3	70,89	29,40	54,77	151	175	2.23019047674e-10	9.90650609768e-08	0.104,0.038	0.384,0.376	-0.309
2013	"ENSG00000149925.12"	"ALDOA"	chr16	+	30077196	30077248	30078205	30078359	30075744	30075826	30078554	30078687	2013	2182,1722	47,141	2354,1547	38,23	150	197	3.09386294362e-10	1.21261228196e-07	0.984,0.941	0.988,0.989	-0.026
6041	"ENSG00000096746.13"	"HNRNPH3"	chr10	+	70096955	70097090	70097614	70097753	70091878	70091973	70098259	70098399	6041	273,235	430,333	226,240	782,770	197	197	3.03078784292e-10	1.21261228196e-07	0.388,0.414	0.224,0.238	0.17
6267	"ENSG00000154845.11"	"PPP4R1"	chr18	-	9561977	9562073	9562919	9563044	9559416	9559602	9563375	9563548	6267	8,13	257,180	16,20	53,57	197	194	3.76501718691e-10	1.39368386202e-07	0.03,0.066	0.229,0.257	-0.195
658	"ENSG00000115677.12"	"HDLBP"	chr2	-	242194788	242194926	242194945	242194995	242194465	242194573	242195598	242195814	658	20,48	192,299	102,97	264,225	148	197	2.16836504308e-09	7.60411383265e-07	0.122,0.176	0.34,0.365	-0.204
5352	"ENSG00000149273.10"	"RPS3"	chr11	+	75113395	75113423	75115063	75115251	75112683	75112777	75115715	75115912	5352	751,474	6741,6213	1252,922	7109,5260	126	197	2.6100094308e-09	8.69524641871e-07	0.148,0.107	0.216,0.215	-0.088
3580	"ENSG00000117859.14"	"OSBPL9"	chr1	+	52215816	52215867	52221991	52222030	52214040	52214070	52226361	52226452	3580	45,26	0,0	31,29	20,18	149	137	3.03844260863e-09	9.64054433395e-07	1.0,1.0	0.588,0.597	0.407
4935	"ENSG00000167110.12"	"GOLGA2"	chr9	-	131028066	131028185	131028248	131028299	131027863	131027970	131028565	131028604	4935	176,119	226,160	232,259	129,145	149	197	7.22643322959e-09	2.18862384585e-06	0.507,0.496	0.704,0.703	-0.202
4702	"ENSG00000160201.7"	"U2AF1"	chr21	-	44520562	44520629	44521475	44521542	44515803	44515853	44524424	44524512	4702	946,276	3044,2759	911,743	1661,1536	165	165	9.09564934481e-09	2.63497006889e-06	0.237,0.091	0.354,0.326	-0.176
883	"ENSG00000141380.9"	"SS18"	chr18	-	23615794	23615887	23618518	23618623	23614968	23615091	23619252	23619420	883	272,228	3,7	161,142	22,20	197	191	1.52768774297e-08	4.24124309642e-06	0.989,0.969	0.876,0.873	0.104
4007	"ENSG00000159131.12"	"GART"	chr21	-	34903064	34903190	34903794	34903863	34901155	34901243	34904650	34904762	4007	714,788	275,391	433,422	389,355	167	197	1.89228652747e-08	5.04332205301e-06	0.754,0.704	0.568,0.584	0.153
1145	"ENSG00000105968.14"	"H2AFV"	chr7	-	44875127	44875295	44880497	44880611	44866389	44869762	44882875	44882953	1145	344,283	80,44	166,183	7,8	197	197	4.1225879821e-08	1.05649245095e-05	0.811,0.865	0.96,0.958	-0.121
2178	"ENSG00000155229.16"	"MMS19"	chr10	-	99236439	99236501	99236676	99236720	99230531	99230591	99237103	99237173	2178	9,11	71,49	7,10	3,3	142	160	4.33471382122e-08	1.0697110441e-05	0.125,0.202	0.724,0.79	-0.594
8415	"ENSG00000128340.10"	"RAC2"	chr22	-	37627270	37627430	37627971	37628034	37622710	37622843	37628840	37628958	8415	118,120	146,109	62,55	19,19	161	197	3.32148118343e-07	7.90393897328e-05	0.497,0.574	0.8,0.78	-0.255
4195	"ENSG00000231500.2"	"RPS18"	chr6	+	33240411	33240503	33243573	33243660	33239851	33239899	33243741	33243843	4195	563,0	17469,16976	162,173	23146,19987	190	185	6.14471057148e-07	0.000141180022544	0.03,0.0	0.007,0.008	0.007
450	"ENSG00000118816.5"	"CCNI"	chr4	-	77977401	77977476	77979659	77979788	77976302	77976533	77987401	77987558	450	268,91	3,15	508,483	2,2	197	173	6.70926063373e-07	0.000149012678675	0.987,0.842	0.996,0.995	-0.081
482	"ENSG00000203995.5"	"ZYG11A"	chr1	+	53343596	53343641	53346269	53346501	53343444	53343515	53347142	53347337	482	27,38	0,0	16,11	10,6	143	197	7.7985410063e-07	0.000166456112202	1.0,1.0	0.688,0.716	0.298
8478	"ENSG00000113648.12"	"H2AFY"	chr5	-	134686512	134686603	134688635	134688735	134681657	134681747	134696186	134696297	8478	1666,1626	199,110	829,736	170,112	197	189	7.99429024534e-07	0.000166456112202	0.889,0.934	0.824,0.863	0.068
3069	"ENSG00000170144.14"	"HNRNPA3"	chr2	+	178081403	178081478	178081587	178081668	178081230	178081320	178082432	178082573	3069	1193,1104	850,945	127,221	57,74	173	179	9.96804223496e-07	0.000195344310034	0.592,0.547	0.697,0.756	-0.157
5129	"ENSG00000270757.1"	"HSPE1-MOB4"	chr2	+	198367762	198367852	198388347	198388410	198365797	198365962	198400253	198400354	5129	1868,1698	79,90	1267,1431	24,27	188	161	9.87041614553e-07	0.000195344310034	0.953,0.942	0.978,0.978	-0.03
4748	"ENSG00000130382.7"	"MLLT1"	chr19	-	6230580	6230724	6262238	6262321	6226987	6227113	6270589	6270770	4748	59,49	65,48	32,33	92,106	181	197	1.20331178866e-06	0.000229076184224	0.497,0.526	0.275,0.253	0.248
2734	"ENSG00000140740.6"	"UQCRC2"	chr16	+	21976728	21976826	21979948	21980006	21974081	21974206	21982845	21982941	2734	182,39	371,105	170,218	173,240	196	156	1.30439089152e-06	0.000241421014172	0.281,0.228	0.439,0.42	-0.175
5435	"ENSG00000127914.12"	"AKAP9"	chr7	+	91603024	91603282	91609602	91609647	91570180	91570461	91621471	91621525	5435	56,38	25,13	12,14	24,26	197	143	1.38849021825e-06	0.000250040819573	0.619,0.68	0.266,0.281	0.376
527	"ENSG00000172795.11"	"DCP2"	chr5	+	112339638	112339774	112346452	112346504	112337263	112337371	112349017	112349546	527	65,32	0,3	39,47	17,19	197	150	1.48893649965e-06	0.000255746887579	1.0,0.89	0.636,0.653	0.3
640	"ENSG00000142864.10"	"SERBP1"	chr1	-	67889882	67889960	67890570	67890642	67885691	67885869	67890765	67890906	640	681,529	2119,1704	213,227	1180,1273	170	176	1.53532575464e-06	0.000255746887579	0.25,0.243	0.157,0.156	0.09
7318	"ENSG00000103342.8"	"GSPT1"	chr16	-	11971263	11971437	11976871	11976952	11969942	11970032	11979037	11979131	7318	381,379	97,126	142,273	89,160	179	197	1.5293999388e-06	0.000255746887579	0.812,0.768	0.637,0.653	0.145
3990	"ENSG00000101161.6"	"PRPF6"	chr20	+	62642637	62642856	62648075	62648198	62641552	62641671	62654109	62654231	3990	154,170	153,132	112,126	42,47	197	197	1.74244495044e-06	0.000283168553775	0.502,0.563	0.727,0.728	-0.195
1673	"ENSG00000188243.8"	"COMMD6"	chr13	-	76104249	76104402	76104446	76104541	76100571	76100775	76111799	76111811	1673	37,45	237,177	17,10	261,182	193	197	2.00549891549e-06	0.00031815807795	0.137,0.206	0.062,0.053	0.114
3359	"ENSG00000182718.12"	"ANXA2"	chr15	-	60653139	60653253	60656627	60656722	60649344	60649435	60678226	60678285	3359	0,0	569,573	17,13	478,499	193	197	2.60355481696e-06	0.000403429901056	0.0,0.0	0.035,0.026	-0.03
4122	"ENSG00000198176.8"	"TFDP1"	chr13	+	114277494	114277601	114285937	114286059	114240088	114240164	114287434	114287600	4122	9,7	136,241	18,16	86,89	197	197	2.93605525159e-06	0.000436717047201	0.062,0.028	0.173,0.152	-0.117
6988	"ENSG00000043514.11"	"TRIT1"	chr1	-	40313657	40313769	40315794	40315933	40313219	40313332	40348989	40349106	6988	25,17	146,117	2,2	106,115	197	197	2.94946227286e-06	0.000436717047201	0.146,0.127	0.019,0.017	0.119
954	"ENSG00000170142.7"	"UBE2E1"	chr3	+	23852950	23853001	23929057	23929190	23848727	23848912	23931999	23932807	954	662,564	12,4	464,342	27,16	149	197	3.08741710253e-06	0.000447205655525	0.986,0.995	0.958,0.966	0.028
5809	"ENSG00000197157.6"	"SND1"	chr7	+	127447537	127447627	127484376	127484477	127361340	127361454	127527954	127528065	5809	656,539	577,445	587,633	274,324	188	197	3.61582769848e-06	0.000512601275638	0.544,0.559	0.692,0.672	-0.13
2571	"ENSG00000120805.9"	"ARL1"	chr12	-	101794839	101794951	101796642	101796724	101790176	101790355	101799621	101799759	2571	84,69	136,83	258,228	163,155	180	197	4.23879703948e-06	0.000588398014043	0.403,0.476	0.634,0.617	-0.186
4197	"ENSG00000231500.2"	"RPS18"	chr6	+	33240363	33240503	33243573	33243660	33239851	33239899	33243741	33243843	4197	651,57	18255,17689	241,239	23336,20019	197	185	4.76387410664e-06	0.000647789656582	0.032,0.003	0.01,0.011	0.007
8412	"ENSG00000136709.7"	"WDR33"	chr2	-	128471156	128471595	128474728	128474837	128467266	128467430	128476838	128477927	8412	10,18	33,34	21,24	10,9	197	197	4.99255341035e-06	0.000665307667463	0.233,0.346	0.677,0.727	-0.412
4227	"ENSG00000135446.12"	"CDK4"	chr12	-	58144690	58144873	58144989	58145125	58144438	58144548	58145282	58145519	4227	320,85	17,12	124,174	0,0	197	197	5.66917458078e-06	0.000740660984936	0.95,0.876	1.0,1.0	-0.087
901	"ENSG00000169682.13"	"SPNS1"	chr16	+	28992790	28992936	28993221	28993377	28990725	28990792	28993676	28993866	901	41,33	45,32	13,16	44,64	197	197	5.97167613903e-06	0.000765178425276	0.477,0.508	0.228,0.2	0.278
2391	"ENSG00000132680.6"	"KIAA0907"	chr1	-	155896466	155896630	155896894	155896947	155895422	155895634	155899086	155899166	2391	86,52	125,83	63,91	43,52	151	197	7.04432235721e-06	0.00088559094087	0.473,0.45	0.657,0.695	-0.214
6371	"ENSG00000184702.13"	"SEPT5"	chr22	+	19707637	19707761	19707842	19707977	19707328	19707415	19708071	19708189	6371	214,160	192,151	98,131	42,54	197	197	7.22254802987e-06	0.000891182176352	0.527,0.514	0.7,0.708	-0.183
3839	"ENSG00000171490.8"	"RSL1D1"	chr16	-	11935763	11935857	11940357	11940459	11935551	11935677	11940551	11940700	3839	534,369	503,412	136,156	257,281	197	192	8.70657918262e-06	0.00105476249261	0.509,0.466	0.34,0.351	0.142
3794	"ENSG00000146282.13"	"RARS2"	chr6	-	88234274	88234370	88239259	88239366	88231181	88231242	88240501	88240660	3794	120,85	73,50	38,44	65,59	197	194	9.21558671407e-06	0.00107725358379	0.618,0.626	0.365,0.423	0.228
4461	"ENSG00000096384.15"	"HSP90AB1"	chr6	+	44216353	44216513	44217113	44217320	44214823	44214932	44217411	44217571	4461	106,118	4465,3694	7,8	933,885	197	197	9.06545686519e-06	0.00107725358379	0.023,0.031	0.007,0.009	0.019
5929	"ENSG00000090686.11"	"USP48"	chr1	-	22073559	22073642	22077999	22078108	22062938	22063118	22079019	22079144	5929	251,220	196,149	140,154	225,187	197	181	9.72587989545e-06	0.00111730237489	0.541,0.576	0.364,0.431	0.161
1353	"ENSG00000121766.10"	"ZCCHC17"	chr1	+	31782890	31783011	31791013	31791083	31769878	31769922	31791955	31792013	1353	84,117	14,26	78,127	3,4	197	168	1.26100241515e-05	0.00140034318202	0.837,0.793	0.957,0.964	-0.145
4585	"ENSG00000106244.8"	"PDAP1"	chr7	-	99001020	99001128	99002484	99002576	98995484	98995636	99006158	99006452	4585	340,329	18,14	288,322	1,2	190	197	1.25419046593e-05	0.00140034318202	0.951,0.961	0.997,0.994	-0.04
2872	"ENSG00000183814.11"	"LIN9"	chr1	-	226483542	226483647	226485412	226485514	226475393	226475498	226488873	226488906	2872	41,61	64,77	60,48	30,25	197	197	1.79997678313e-05	0.00193439440419	0.39,0.442	0.667,0.658	-0.247
3500	"ENSG00000213782.3"	"DDX47"	chr12	+	12974141	12974330	12974588	12974660	12967064	12967158	12974898	12975017	3500	80,106	18,42	25,33	31,30	197	170	1.7731848712e-05	0.00193439440419	0.793,0.685	0.41,0.487	0.291
843	"ENSG00000143727.11"	"ACP1"	chr2	+	272191	272305	275139	275201	271865	271939	276979	277085	843	0,8	167,312	12,17	141,188	197	160	2.36008447019e-05	0.00249607028966	0.0,0.02	0.065,0.068	-0.057
6790	"ENSG00000140988.11"	"RPS2"	chr16	-	2012497	2012657	2013149	2013257	2012052	2012271	2014276	2014366	6790	3038,2469	7297,6323	1794,1830	6347,7586	197	197	2.50365407314e-05	0.00260653860771	0.294,0.281	0.22,0.194	0.08
2029	"ENSG00000082269.12"	"FAM135A"	chr6	+	71136141	71136235	71136272	71136454	71124993	71125079	71138006	71138122	2029	29,39	0,0	19,17	8,6	192	197	2.57628293215e-05	0.00264088818106	1.0,1.0	0.709,0.744	0.274
7533	"ENSG00000138382.9"	"METTL5"	chr2	-	170676070	170676153	170677601	170677783	170668966	170669016	170678452	170678567	7533	441,215	31,7	341,287	57,35	197	181	2.85426257201e-05	0.00288150780565	0.929,0.966	0.846,0.883	0.083
758	"ENSG00000125944.14"	"HNRNPR"	chr1	-	23648020	23648156	23660010	23660124	23644975	23645181	23664246	23664354	758	660,614	680,481	210,175	335,262	197	197	3.13610865306e-05	0.00311878984408	0.493,0.561	0.385,0.4	0.135
4957	"ENSG00000135521.8"	"LTV1"	chr6	+	144181562	144181690	144183240	144183380	144178888	144179144	144183980	144184033	4957	155,103	110,85	68,68	110,104	197	197	3.81778079257e-05	0.00374086373837	0.585,0.548	0.382,0.395	0.178
4117	"ENSG00000066279.12"	"ASPM"	chr1	-	197104225	197104372	197108896	197109001	197102479	197102725	197111460	197112940	4117	76,44	60,56	50,52	15,16	197	197	4.18903534931e-05	0.00404515109166	0.559,0.44	0.769,0.765	-0.267
2122	"ENSG00000148337.15"	"CIZ1"	chr9	-	130942999	130943078	130947825	130948055	130942693	130942802	130952607	130952723	2122	53,44	767,1047	80,45	679,459	197	177	4.66850710885e-05	0.00444375183804	0.058,0.036	0.096,0.081	-0.041
4476	"ENSG00000132432.9"	"SEC61G"	chr7	-	54825187	54825312	54825313	54825412	54822484	54823574	54826850	54826939	4476	35,41	823,680	2,1	246,219	197	197	4.91416021194e-05	0.00461169711157	0.041,0.057	0.008,0.005	0.043
2873	"ENSG00000183814.11"	"LIN9"	chr1	-	226483542	226483647	226485419	226485514	226475364	226475498	226488873	226488906	2873	40,84	64,77	80,61	32,25	193	197	5.24229792004e-05	0.00485130986684	0.389,0.527	0.718,0.714	-0.258
638	"ENSG00000142864.10"	"SERBP1"	chr1	-	67889882	67889960	67890570	67890660	67885447	67885869	67890765	67890803	638	911,745	2119,1704	308,366	1180,1273	188	176	5.37643229804e-05	0.00490728334272	0.287,0.29	0.196,0.212	0.084
7721	"ENSG00000174437.12"	"ATP2A2"	chr12	+	110760796	110760877	110764194	110764280	110734403	110734542	110765357	110765822	7721	0,165	332,279	185,194	267,300	179	184	5.57707092718e-05	0.00495466981171	0.0,0.378	0.416,0.399	-0.218
8418	"ENSG00000008952.12"	"SEC62"	chr3	+	169703592	169703653	169706027	169706147	169700948	169701041	169710381	169716161	8418	160,132	119,128	98,89	38,35	159	197	5.50357935762e-05	0.00495466981171	0.625,0.561	0.762,0.759	-0.167
445	"ENSG00000086848.10"	"ALG9"	chr11	-	111711377	111711532	111715323	111715446	111708971	111709101	111724102	111724208	445	8,63	3,0	34,28	28,21	197	197	6.12111397985e-05	0.00536644505891	0.727,1.0	0.548,0.571	0.304
4018	"ENSG00000070413.14"	"DGCR2"	chr22	-	19035952	19036156	19044498	19044675	19029319	19029472	19050714	19050791	4018	100,87	96,74	81,79	30,33	197	197	6.29735093143e-05	0.00544925315015	0.51,0.54	0.73,0.705	-0.193
5572	"ENSG00000171681.8"	"ATF7IP"	chr12	+	14576842	14578407	14587270	14587357	14537997	14538334	14589039	14589185	5572	19,24	35,24	7,8	56,40	197	185	6.50122542067e-05	0.00555354679204	0.338,0.484	0.105,0.158	0.28
2146	"ENSG00000124588.15"	"NQO2"	chr6	+	3006701	3006793	3010290	3010423	3000230	3000319	3012777	3012908	2146	177,171	304,255	44,27	17,20	190	197	6.94215608503e-05	0.00585513746767	0.376,0.41	0.729,0.583	-0.263
2723	"ENSG00000102595.14"	"UGGT2"	chr13	-	96636057	96636118	96637492	96637591	96624833	96624925	96638586	96638686	2723	35,21	13,3	3,2	7,9	197	159	8.65202188579e-05	0.00720605272813	0.685,0.85	0.257,0.152	0.563
7234	"ENSG00000184216.7"	"IRAK1"	chrX	-	153281482	153281548	153281887	153282095	153279492	153279729	153282399	153282518	7234	211,157	205,168	42,56	94,104	197	164	9.20879961477e-05	0.00757509034978	0.461,0.438	0.271,0.31	0.159
2709	"ENSG00000143437.16"	"ARNT"	chr1	-	150814899	150814944	150825237	150825282	150811916	150812130	150830824	150830936	2709	42,56	82,101	44,38	32,30	143	143	0.00010405787895	0.00845533716395	0.339,0.357	0.579,0.559	-0.221
45	"ENSG00000105819.9"	"PMPCB"	chr7	+	102944857	102944937	102948042	102948155	102944288	102944487	102949398	102949542	45	343,278	164,128	164,175	42,39	178	197	0.000112805560027	0.00905570417422	0.698,0.706	0.812,0.832	-0.12
4890	"ENSG00000255717.2"	"SNHG1"	chr11	-	62622359	62622410	62622604	62622704	62621990	62622023	62622895	62622960	4890	0,61	59,247	113,121	288,237	197	149	0.000118277244273	0.00938191998323	0.0,0.157	0.229,0.279	-0.175
3585	"ENSG00000117859.14"	"OSBPL9"	chr1	+	52214040	52214070	52215816	52215867	52212381	52212429	52221991	52222041	3585	73,24	9,0	37,38	18,16	128	149	0.000130738756136	0.010248380378	0.904,1.0	0.705,0.734	0.232
6105	"ENSG00000142657.16"	"PGD"	chr1	+	10460396	10460629	10463127	10463193	10459685	10459761	10464217	10464336	6105	62,30	400,373	5,4	162,133	197	164	0.000133333195539	0.0103302218823	0.114,0.063	0.025,0.024	0.064
165	"ENSG00000145241.6"	"CENPC"	chr4	-	68357897	68357993	68358468	68358715	68355684	68355839	68359601	68359706	165	34,18	98,99	14,17	18,17	197	194	0.000149004462234	0.0114116865732	0.255,0.152	0.434,0.496	-0.261
5526	"ENSG00000054282.11"	"SDCCAG8"	chr1	+	243456392	243456521	243480056	243480195	243449573	243449699	243493841	243493994	5526	21,19	12,8	5,6	16,15	197	197	0.000152171988317	0.0115218404336	0.636,0.704	0.238,0.286	0.408
3813	"ENSG00000228463.4"	"AP006222.2"	chr1	-	231300	231385	237053	237955	227894	228776	238417	238558	3813	7,28	4,21	48,34	7,5	197	183	0.000155206468979	0.0116195584585	0.619,0.553	0.864,0.863	-0.277
345	"ENSG00000159023.14"	"EPB41"	chr1	+	29319841	29320054	29338376	29338419	29313942	29314417	29342203	29342279	345	163,102	63,54	213,253	50,51	197	141	0.000172690476178	0.0127848515864	0.649,0.575	0.753,0.78	-0.154
637	"ENSG00000142864.10"	"SERBP1"	chr1	-	67889882	67890005	67890570	67890642	67885691	67885869	67890765	67890906	637	589,455	2352,1893	187,196	1175,1268	170	197	0.000186774378494	0.013675578944	0.225,0.218	0.156,0.152	0.068
4741	"ENSG00000221983.3"	"UBA52"	chr19	+	18684471	18684558	18685741	18685782	18684102	18684213	18685866	18688360	4741	4440,4018	1695,1296	1019,1392	231,325	185	139	0.00019323724055	0.0139949971064	0.663,0.7	0.768,0.763	-0.084
1853	"ENSG00000217555.8"	"CKLF"	chr16	+	66592092	66592251	66597024	66597120	66586471	66586696	66599788	66599975	1853	99,117	172,260	129,97	142,105	197	194	0.000197538399383	0.0141526704848	0.362,0.307	0.472,0.476	-0.139
1074	"ENSG00000066427.17"	"ATXN3"	chr14	-	92560089	92560175	92562436	92562481	92559595	92559662	92563017	92563182	1074	20,11	2,1	14,9	15,9	143	184	0.000211070981552	0.0148038521061	0.928,0.934	0.546,0.563	0.377
5422	"ENSG00000271092.1"	"RP11-57H12.6"	chr1	+	95705332	95705465	95712097	95712213	95702903	95703016	95712311	95712781	5422	15,5	76,57	11,14	20,23	197	197	0.000209658600548	0.0148038521061	0.165,0.081	0.355,0.378	-0.243
5735	"ENSG00000234741.3"	"GAS5"	chr1	-	173833812	173833842	173834366	173834420	173833394	173833442	173834608	173834685	5735	91,150	7,0	438,298	52,41	152	128	0.000220635891922	0.0153135098737	0.916,1.0	0.876,0.86	0.09
8110	"ENSG00000033178.8"	"UBA6"	chr4	-	68500146	68500236	68501170	68501276	68499959	68500040	68504660	68504842	8110	69,75	129,104	49,51	36,37	197	188	0.00022513554533	0.0154647230777	0.338,0.408	0.565,0.568	-0.194
1895	"ENSG00000123349.9"	"PFDN5"	chr12	+	53689622	53689725	53690002	53690059	53689335	53689423	53691633	53691708	1895	1694,2575	253,293	1902,1570	360,333	197	155	0.000238945089272	0.0161196176079	0.84,0.874	0.806,0.788	0.06
4282	"ENSG00000138316.6"	"ADAMTS14"	chr10	+	72503821	72503945	72504981	72505062	72503303	72503437	72509577	72509741	4282	11,7	19,22	25,27	12,15	197	179	0.000239508050906	0.0161196176079	0.345,0.224	0.654,0.621	-0.353
1381	"ENSG00000100129.13"	"EIF3L"	chr22	+	38254685	38254747	38259278	38259352	38251571	38251651	38266182	38266354	1381	272,211	547,368	85,92	90,98	160	172	0.000245091180029	0.0163304253253	0.348,0.381	0.504,0.502	-0.139
6261	"ENSG00000149100.8"	"EIF3M"	chr11	+	32608557	32608690	32610557	32610681	32605370	32605475	32611092	32611187	6261	489,190	1081,580	430,479	751,738	197	197	0.000248580653793	0.0163989395666	0.311,0.247	0.364,0.394	-0.1
7577	"ENSG00000153310.14"	"FAM49B"	chr8	-	130916744	130916831	130983188	130983241	130915557	130915596	131028615	131028697	7577	51,44	35,15	18,22	32,34	151	185	0.000257905956894	0.0168473273606	0.641,0.782	0.408,0.442	0.287
481	"ENSG00000203995.5"	"ZYG11A"	chr1	+	53343596	53343641	53346272	53346501	53343444	53343515	53347142	53347337	481	29,39	1,5	17,12	11,6	143	197	0.000269007738123	0.0172346015299	0.976,0.915	0.68,0.734	0.238
4916	"ENSG00000056050.6"	"C4orf27"	chr4	-	170671686	170671876	170674826	170674986	170663107	170663258	170678980	170679104	4916	44,60	3,0	11,12	3,5	197	197	0.000267298082535	0.0172346015299	0.936,1.0	0.786,0.706	0.222
1264	"ENSG00000164162.8"	"ANAPC10"	chr4	-	146002811	146002902	146017136	146017263	145916347	145916755	146019282	146019343	1264	4,58	0,0	27,25	8,8	197	189	0.000273441961245	0.0173518455979	1.0,1.0	0.764,0.75	0.243
3530	"ENSG00000168118.7"	"RAB4A"	chr1	+	229424475	229424590	229431594	229431657	229422232	229422313	229433228	229433383	3530	35,14	56,43	39,30	24,23	197	161	0.000276255865817	0.0173650267353	0.338,0.21	0.57,0.516	-0.269
2748	"ENSG00000105953.10"	"OGDH"	chr7	+	44663915	44664164	44684925	44685117	44646186	44646252	44687255	44687358	2748	76,73	14,30	13,13	13,15	197	197	0.00031424322586	0.0193870612399	0.844,0.709	0.5,0.464	0.294
5066	"ENSG00000116698.16"	"SMG7"	chr1	+	183515100	183515472	183518342	183518423	183514064	183514447	183518898	183519058	5066	145,201	220,307	199,154	181,138	197	179	0.000313188472945	0.0193870612399	0.375,0.373	0.5,0.503	-0.128
2569	"ENSG00000120805.9"	"ARL1"	chr12	-	101794839	101794951	101799621	101799759	101790191	101790355	101801419	101801540	2569	7,49	168,105	113,111	172,169	197	197	0.000339612238961	0.0205712395291	0.04,0.318	0.396,0.396	-0.217
764	"ENSG00000125944.14"	"HNRNPR"	chr1	-	23650048	23650225	23660010	23660217	23648020	23648156	23664246	23664354	764	8,55	273,492	9,7	289,314	197	197	0.000339292600471	0.0205712395291	0.028,0.101	0.03,0.022	0.039
