ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
5464	"ENSG00000118513.14"	"MYB"	chr6	+	135521427	135521812	135521427	135521553	135522776	135522887	5464	5,0	286,157	18,11	170,145	197	99	2.76741128502e-06	0.00175049407667	0.009,0.0	0.051,0.037	-0.04
11646	"ENSG00000117410.9"	"ATP6V0B"	chr1	+	44441471	44441646	44441471	44441520	44441761	44441845	11646	9,0	140,235	17,10	106,83	197	99	4.47558377725e-06	0.00262876610002	0.031,0.0	0.075,0.057	-0.051
7859	"ENSG00000174748.14"	"RPL15"	chr3	+	23958629	23958759	23958629	23958664	23959340	23959522	7859	172,0	1477,2013	162,135	1769,1609	193	99	5.56679651842e-06	0.0030517178514	0.056,0.0	0.045,0.041	-0.015
12989	"ENSG00000087365.10"	"SF3B2"	chr11	+	65825784	65825945	65825784	65825876	65826300	65826515	12989	0,29	274,542	41,28	354,308	167	99	7.30792507242e-06	0.00375581674191	0.0,0.031	0.064,0.051	-0.042
12684	"ENSG00000148303.12"	"RPL7A"	chr9	+	136217094	136217269	136217094	136217174	136217451	136217574	12684	29,42	854,1040	48,41	3365,3229	193	99	4.48724350944e-05	0.0217050608107	0.017,0.02	0.007,0.006	0.012
7926	"ENSG00000203875.6"	"SNHG5"	chr6	-	86387512	86387750	86387671	86387750	86387141	86387210	7926	637,1297	7,10	1195,1073	36,28	197	99	4.77529041707e-05	0.0218151183886	0.979,0.985	0.943,0.951	0.035
9241	"ENSG00000234741.3"	"GAS5"	chr1	-	173834608	173834685	173834647	173834685	173834366	173834420	9241	141,188	280,516	467,301	623,446	137	99	5.07809936382e-05	0.0219774795098	0.267,0.208	0.351,0.328	-0.102
12294	"ENSG00000088682.9"	"COQ9"	chr16	+	57492157	57492389	57492157	57492262	57493476	57493632	12294	5,10	30,32	2,2	69,75	197	99	7.61794784804e-05	0.0313211925772	0.077,0.136	0.014,0.013	0.093
10427	"ENSG00000100083.14"	"GGA1"	chr22	+	38012928	38013071	38012928	38013004	38014454	38014553	10427	3,3	21,19	9,10	8,8	165	99	0.00017929705039	0.0702076021599	0.079,0.087	0.403,0.429	-0.333
3032	"ENSG00000138092.6"	"CENPO"	chr2	+	25016313	25016538	25016313	25016370	25016720	25016834	3032	21,35	18,20	6,8	21,21	197	99	0.00022365851425	0.0803786237981	0.37,0.468	0.126,0.161	0.276
6976	"ENSG00000182093.10"	"WRB"	chr21	+	40762623	40763402	40762623	40762789	40763694	40763762	6976	10,2	135,106	17,9	73,60	197	99	0.000224821640199	0.0803786237981	0.036,0.009	0.105,0.07	-0.065
11193	"ENSG00000171960.6"	"PPIH"	chr1	+	43124898	43125041	43124898	43124922	43125192	43125237	11193	13,47	846,506	17,10	835,669	197	99	0.0002664295255	0.0912854161744	0.008,0.045	0.01,0.007	0.018
4296	"ENSG00000136560.9"	"TANK"	chr2	+	162016967	162017059	162016967	162016995	162017459	162017520	4296	74,59	36,37	29,27	3,4	162	99	0.000406017691691	0.133547339151	0.557,0.494	0.855,0.805	-0.304
8708	"ENSG00000079459.8"	"FDFT1"	chr8	+	11660151	11660419	11660151	11660303	11683587	11683724	8708	352,371	3,17	623,463	4,2	197	99	0.000447466249081	0.141519806392	0.983,0.916	0.987,0.991	-0.039
10940	"ENSG00000112077.11"	"RHAG"	chr6	-	49586891	49587101	49586995	49587101	49585780	49585931	10940	1412,821	50,32	1020,845	20,10	197	99	0.000475024206386	0.144671261078	0.934,0.928	0.962,0.977	-0.038
8432	"ENSG00000078674.13"	"PCM1"	chr8	+	17849050	17849209	17849050	17849185	17850991	17851128	8432	215,282	82,92	174,140	116,79	122	99	0.000497012253293	0.14596184853	0.68,0.713	0.549,0.59	0.127
13660	"ENSG00000151632.12"	"AKR1C2"	chr10	-	5041391	5042858	5042741	5042858	5040816	5040939	13660	34,39	4,0	43,31	17,12	197	99	0.000689862969255	0.189091439873	0.81,1.0	0.56,0.565	0.343
4982	"ENSG00000092094.6"	"OSGEP"	chr14	-	20917060	20917172	20917122	20917172	20916891	20916970	4982	2,0	93,149	7,4	73,53	160	99	0.000682757928134	0.189091439873	0.013,0.0	0.056,0.045	-0.044
124	"ENSG00000182606.10"	"TRAK1"	chr3	+	42251258	42251477	42251258	42251414	42260985	42261088	124	37,39	28,32	46,34	13,9	161	99	0.000738234306225	0.195822603229	0.448,0.428	0.685,0.699	-0.254
1787	"ENSG00000111666.6"	"CHPT1"	chr12	+	102120071	102120275	102120071	102120182	102122678	102122852	1787	59,96	167,139	121,77	111,90	191	99	0.000831457971652	0.213658715653	0.155,0.264	0.361,0.307	-0.124
8715	"ENSG00000079459.8"	"FDFT1"	chr8	+	11660274	11660419	11660274	11660303	11666302	11666400	8715	53,40	3,1	217,197	0,0	197	99	0.000931806735373	0.232189296514	0.899,0.953	1.0,1.0	-0.074
6262	"ENSG00000134910.8"	"STT3A"	chr11	+	125478003	125478184	125478003	125478138	125479328	125479484	6262	293,477	14,11	598,417	6,3	144	99	0.000990984948035	0.239672624344	0.935,0.968	0.986,0.99	-0.036
10303	"ENSG00000229117.4"	"RPL41"	chr12	+	56510558	56510647	56510558	56510613	56510972	56510995	10303	162,111	13,28	286,214	14,12	132	99	0.00103852692833	0.241456289497	0.903,0.748	0.939,0.93	-0.109
8958	"ENSG00000254087.3"	"LYN"	chr8	+	56854413	56854550	56854413	56854487	56859006	56859052	8958	114,177	23,13	93,77	32,24	161	99	0.00105708700254	0.241456289497	0.753,0.893	0.641,0.664	0.17
13324	"ENSG00000149503.8"	"INCENP"	chr11	+	61913100	61913235	61913100	61913223	61914129	61914374	13324	52,55	46,59	44,27	84,60	110	99	0.00118663099269	0.250159577578	0.504,0.456	0.32,0.288	0.176
1549	"ENSG00000127184.6"	"COX7C"	chr5	+	85913757	85913911	85913757	85913870	85915169	85915313	1549	494,0	107,409	648,655	154,155	139	99	0.0011569341247	0.250159577578	0.767,0.0	0.75,0.751	-0.367
267	"ENSG00000198054.7"	"DSCR8"	chr21	+	39494405	39494762	39494405	39494505	39528397	39528605	267	33,3	293,345	39,26	312,221	197	99	0.00121687742954	0.250159577578	0.054,0.004	0.059,0.056	-0.028
5559	"ENSG00000159596.6"	"TMEM69"	chr1	+	46153867	46153953	46153867	46153925	46156645	46156782	5559	187,187	1,30	104,104	20,24	126	99	0.00113318775142	0.250159577578	0.993,0.83	0.803,0.773	0.123
11798	"ENSG00000114850.2"	"SSR3"	chr3	-	156266654	156266792	156266693	156266792	156262096	156262228	11798	6,18	314,369	5,3	504,389	137	99	0.00128273338699	0.257266259542	0.014,0.034	0.007,0.006	0.018
10506	"ENSG00000145979.13"	"TBC1D7"	chr6	-	13328547	13328763	13328687	13328763	13327018	13327138	10506	3,1	22,16	7,6	10,6	197	99	0.00146813574796	0.287440006083	0.064,0.03	0.26,0.334	-0.25
1981	"ENSG00000102103.11"	"PQBP1"	chrX	+	48759509	48759794	48759509	48759661	48760008	48760070	1981	648,317	4,18	611,498	3,3	197	99	0.00154919742492	0.296256986631	0.988,0.898	0.99,0.988	-0.046
10971	"ENSG00000141101.8"	"NOB1"	chr16	-	69782820	69783021	69782853	69783021	69782134	69782232	10971	82,142	2,0	120,97	11,6	131	99	0.00162603547219	0.299101089373	0.969,1.0	0.892,0.924	0.076
11135	"ENSG00000265681.2"	"RPL17"	chr18	-	47018105	47018203	47018189	47018203	47017886	47017954	11135	399,382	16,35	339,234	8,5	182	99	0.00163681734425	0.299101089373	0.931,0.856	0.958,0.962	-0.067
5421	"ENSG00000125454.7"	"SLC25A19"	chr17	-	73284468	73284672	73284582	73284672	73282713	73282883	5421	32,25	27,47	31,29	14,11	197	99	0.00168294697779	0.300845065182	0.373,0.211	0.527,0.57	-0.257
257	"ENSG00000143702.11"	"CEP170"	chr1	-	243305617	243305765	243305668	243305765	243303238	243303409	257	24,31	22,27	11,9	31,22	149	99	0.00175747625494	0.301917994545	0.42,0.433	0.191,0.214	0.224
6425	"ENSG00000141562.13"	"NARF"	chr17	+	80417867	80418199	80417867	80417948	80422162	80422306	6425	43,28	487,397	83,48	551,358	197	99	0.00176238158071	0.301917994545	0.042,0.034	0.07,0.063	-0.028
5650	"ENSG00000122779.12"	"TRIM24"	chr7	+	138239442	138239711	138239442	138239609	138252225	138252399	5650	661,402	209,250	663,480	146,109	197	99	0.00182115066301	0.305618814325	0.614,0.447	0.695,0.689	-0.161
2974	"ENSG00000092841.14"	"MYL6"	chr12	+	56553370	56553489	56553370	56553406	56553758	56553932	2974	496,561	40,45	297,266	11,8	181	99	0.00187697691076	0.308687622744	0.872,0.872	0.937,0.948	-0.071
12837	"ENSG00000135506.11"	"OS9"	chr12	+	58111928	58112204	58111928	58112159	58112775	58112965	12837	314,295	27,95	362,269	26,16	143	99	0.00192354884637	0.310143963994	0.89,0.683	0.906,0.921	-0.127
7224	"ENSG00000082153.13"	"BZW1"	chr2	+	201676268	201676713	201676268	201676450	201677930	201678004	7224	531,423	8,3	333,318	13,11	197	99	0.00201437916961	0.318543075225	0.971,0.986	0.928,0.936	0.046
12370	"ENSG00000204628.7"	"GNB2L1"	chr5	-	180669122	180669345	180669285	180669345	180668491	180668639	12370	8,6	19,23	0,0	21,21	197	99	0.00218750367697	0.33310819881	0.175,0.116	0.0,0.0	0.145
24	"ENSG00000145191.7"	"EIF2B5"	chr3	+	183857867	183858009	183857867	183857945	183858205	183858518	24	10,4	105,134	13,9	70,51	162	99	0.00216178548751	0.33310819881	0.055,0.018	0.102,0.097	-0.063
8075	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16342640	16343017	16342640	16342728	16343498	16343567	8075	183,364	3175,251	342,270	4726,3711	197	99	0.00224913743466	0.336266493186	0.028,0.422	0.035,0.035	0.19
3479	"ENSG00000120265.12"	"PCMT1"	chr6	+	150123342	150123560	150123342	150123552	150131751	150131937	3479	21,17	266,233	3,4	13,12	106	99	0.00252168048958	0.363785590628	0.069,0.064	0.177,0.237	-0.14
42	"ENSG00000171163.11"	"ZNF692"	chr1	-	249150486	249150621	249150571	249150621	249149756	249150145	42	233,182	13,24	287,186	9,6	183	99	0.00249974722896	0.363785590628	0.907,0.804	0.945,0.944	-0.089
1195	"ENSG00000089327.10"	"FXYD5"	chr19	+	35648323	35648520	35648323	35648404	35649246	35649303	1195	38,20	2017,1691	53,37	1667,1177	197	99	0.00266896871943	0.371981860676	0.009,0.006	0.016,0.016	-0.009
8157	"ENSG00000109805.5"	"NCAPG"	chr4	+	17841693	17841863	17841693	17841832	17842229	17842316	8157	9,0	441,474	12,8	332,252	129	99	0.0026421749394	0.371981860676	0.015,0.0	0.027,0.024	-0.018
12318	"ENSG00000125870.6"	"SNRPB2"	chr20	+	16710673	16710859	16710673	16710809	16712312	16712411	12318	2,2	1,22	0,0	46,54	148	99	0.00276461977568	0.378891140257	0.572,0.057	0.0,0.0	0.315
4468	"ENSG00000084652.11"	"TXLNA"	chr1	+	32659665	32659868	32659665	32659761	32660502	32663886	4468	9,5	37,55	2,1	66,63	197	99	0.00289821147591	0.384386983329	0.109,0.044	0.015,0.008	0.065
499	"ENSG00000187325.4"	"TAF9B"	chrX	-	77393245	77393595	77393458	77393595	77392411	77392487	499	6,58	18,16	25,23	0,0	197	99	0.00286493291331	0.384386983329	0.143,0.646	1.0,1.0	-0.605
5847	"ENSG00000211460.7"	"TSN"	chr2	+	122514815	122515010	122514815	122514909	122516285	122516382	5847	0,3	80,188	8,5	102,84	197	99	0.00317744241968	0.414731889159	0.0,0.008	0.038,0.029	-0.03
13434	"ENSG00000198830.6"	"HMGN2"	chr1	+	26800193	26800308	26800193	26800223	26800575	26800626	13434	27,23	1565,954	61,37	1449,1211	183	99	0.00339181963484	0.435795825895	0.009,0.013	0.022,0.016	-0.008
1521	"ENSG00000115875.14"	"SRSF7"	chr2	-	38975188	38975299	38975197	38975299	38973835	38973889	1521	823,498	59,83	573,535	39,31	107	99	0.00371580043154	0.449338631596	0.928,0.847	0.931,0.941	-0.048
6111	"ENSG00000163374.15"	"YY1AP1"	chr1	-	155640110	155640255	155640191	155640255	155638417	155638508	6111	81,49	1,1	43,30	6,4	179	99	0.00358445810102	0.449338631596	0.978,0.964	0.799,0.806	0.168
8681	"ENSG00000172590.14"	"MRPL52"	chr14	+	23302626	23302698	23302626	23302691	23303380	23303555	8681	5,0	251,320	7,6	178,142	105	99	0.00363253025367	0.449338631596	0.018,0.0	0.036,0.038	-0.028
8880	"ENSG00000110619.12"	"CARS"	chr11	-	3023750	3023830	3023770	3023830	3023199	3023283	8880	0,2	33,4	0,0	123,120	118	99	0.00366766009083	0.449338631596	0.0,0.296	0.0,0.0	0.148
10198	"ENSG00000140553.12"	"UNC45A"	chr15	+	91492883	91493107	91492883	91492950	91493383	91493497	10198	0,0	10,23	7,7	17,17	197	99	0.00398401044503	0.46160736999	0.0,0.0	0.171,0.171	-0.171
11233	"ENSG00000005007.8"	"UPF1"	chr19	+	18963795	18963913	18963795	18963880	18964060	18964159	11233	59,12	195,284	59,39	190,146	131	99	0.00398566499687	0.46160736999	0.186,0.031	0.19,0.168	-0.07
7178	"ENSG00000198242.9"	"RPL23A"	chr17	+	27047316	27047562	27047316	27047346	27047724	27047957	7178	15,19	1,0	4,5	3,3	197	99	0.00390446908825	0.46160736999	0.883,1.0	0.401,0.456	0.513
6257	"ENSG00000183569.13"	"SERHL2"	chr22	+	42967126	42967907	42967126	42967209	42968441	42968535	6257	33,4	45,42	35,19	26,21	197	99	0.00406763094636	0.464557350999	0.269,0.046	0.404,0.313	-0.201
9738	"ENSG00000096746.13"	"HNRNPH3"	chr10	+	70098259	70098426	70098259	70098399	70098896	70098983	9738	236,118	334,313	247,176	251,219	125	99	0.00421742198531	0.475066588838	0.359,0.23	0.438,0.389	-0.119
7906	"ENSG00000174547.9"	"MRPL11"	chr11	-	66206102	66206297	66206252	66206297	66205634	66205730	7906	160,204	20,25	199,152	10,8	197	99	0.00430497328115	0.478346833153	0.801,0.804	0.909,0.905	-0.105
8742	"ENSG00000075826.12"	"SEC31B"	chr10	-	102289523	102289628	102289614	102289628	102289122	102289263	8742	546,387	35,33	453,355	18,11	189	99	0.00436288611048	0.478346833153	0.891,0.86	0.929,0.944	-0.061
13727	"ENSG00000198561.8"	"CTNND1"	chr11	+	57529268	57529591	57529268	57529540	57561481	57561553	13727	39,2	0,1	35,21	3,2	149	99	0.00467273493048	0.49271166125	1.0,0.571	0.886,0.875	-0.095
5145	"ENSG00000095564.9"	"BTAF1"	chr10	+	93718821	93719039	93718821	93718911	93719541	93719637	5145	72,48	12,28	127,80	11,7	197	99	0.00470023388537	0.49271166125	0.751,0.463	0.853,0.852	-0.246
5158	"ENSG00000165458.9"	"INPPL1"	chr11	+	71940967	71941063	71940967	71941028	71941164	71941315	5158	41,136	4,7	95,75	0,0	133	99	0.00464076187889	0.49271166125	0.884,0.935	1.0,1.0	-0.091
7097	"ENSG00000137817.12"	"PARP6"	chr15	-	72557610	72557814	72557753	72557814	72557421	72557512	7097	4,0	55,55	10,4	45,29	197	99	0.00473357913642	0.49271166125	0.035,0.0	0.1,0.065	-0.065
3349	"ENSG00000166037.6"	"CEP57"	chr11	+	95560949	95561191	95560949	95561065	95562350	95562495	3349	281,315	6,16	287,223	2,2	197	99	0.00481591639488	0.495016006439	0.959,0.908	0.986,0.982	-0.05
10347	"ENSG00000147687.12"	"TATDN1"	chr8	-	125530982	125531122	125531058	125531122	125528127	125528271	10347	28,14	51,12	16,12	59,48	174	99	0.00502212576812	0.509838767793	0.238,0.399	0.134,0.125	0.189
1997	"ENSG00000243000.1"	"RP11-504P24.3"	chr1	+	224183596	224183796	224183596	224183703	224190223	224190324	1997	2,25	1,0	16,11	1,0	191	99	0.00521749548277	0.523212992132	0.509,1.0	0.892,1.0	-0.192
7908	"ENSG00000174547.9"	"MRPL11"	chr11	-	66206180	66206319	66206252	66206319	66205634	66205730	7908	42,17	20,25	46,34	10,8	170	99	0.0054992931522	0.544827561332	0.55,0.284	0.728,0.712	-0.303
8149	"ENSG00000063046.13"	"EIF4B"	chr12	+	53416276	53416411	53416276	53416390	53421798	53421960	8149	0,362	2,13	348,343	1,1	119	99	0.0057578533341	0.563652713885	0.0,0.959	0.997,0.997	-0.518
9191	"ENSG00000124782.15"	"RREB1"	chr6	+	7108212	7108297	7108212	7108293	7176887	7177006	9191	1,5	66,41	4,4	15,14	102	99	0.0058880426913	0.568737951609	0.014,0.106	0.206,0.217	-0.151
9535	"ENSG00000142541.12"	"RPL13A"	chr19	+	49993106	49993179	49993106	49993169	49993488	49993554	9535	4279,3976	68,49	4874,3690	119,70	108	99	0.00594812888707	0.568737951609	0.983,0.987	0.974,0.98	0.008
4304	"ENSG00000102901.8"	"CENPT"	chr16	-	67863667	67864451	67864292	67864451	67863325	67863419	4304	14,31	1,2	95,89	0,0	197	99	0.00612019941144	0.578464365061	0.876,0.886	1.0,1.0	-0.119
9737	"ENSG00000096746.13"	"HNRNPH3"	chr10	+	70098259	70098444	70098259	70098426	70098896	70098983	9737	754,88	10,9	722,596	6,5	116	99	0.00628053722086	0.582029129603	0.985,0.893	0.99,0.99	-0.051
9964	"ENSG00000196655.5"	"TRAPPC4"	chr11	+	118889852	118890134	118889852	118890027	118892469	118892596	9964	0,1	2,13	4,4	3,2	197	99	0.00629947616863	0.582029129603	0.0,0.037	0.401,0.501	-0.432
1046	"ENSG00000232053.2"	"AC009784.3"	chr7	+	135926897	135927119	135926897	135927106	136013729	136013845	1046	6,4	10,5	24,16	9,5	111	99	0.00661063281453	0.584507888536	0.349,0.416	0.704,0.741	-0.34
10889	"ENSG00000187091.9"	"PLCD1"	chr3	-	38051394	38051766	38051621	38051766	38051143	38051302	10889	235,111	2,13	241,216	2,2	197	99	0.00645656715505	0.584507888536	0.983,0.811	0.984,0.982	-0.086
2648	"ENSG00000182004.8"	"SNRPE"	chr1	+	203830742	203830986	203830742	203830806	203831309	203831354	2648	0,635	7,2	389,482	0,0	197	99	0.00658228796296	0.584507888536	0.0,0.994	1.0,1.0	-0.503
4000	"ENSG00000161939.14"	"RNASEK-C17orf49"	chr17	+	6916637	6916854	6916637	6916835	6916984	6917061	4000	31,16	219,333	34,25	206,158	117	99	0.0065559703003	0.584507888536	0.107,0.039	0.123,0.118	-0.048
8376	"ENSG00000116698.16"	"SMG7"	chr1	+	183511210	183511637	183511210	183511499	183513487	183513632	8376	101,53	372,352	89,67	269,210	197	99	0.00719925084193	0.629781273119	0.12,0.07	0.143,0.138	-0.046
11133	"ENSG00000265681.2"	"RPL17"	chr18	-	47018115	47018203	47018189	47018203	47017886	47017954	11133	46,56	16,35	48,29	8,5	172	99	0.00757998717353	0.656107731873	0.623,0.479	0.775,0.769	-0.221
3505	"ENSG00000085760.10"	"MTIF2"	chr2	-	55495713	55495875	55495785	55495875	55494704	55494771	3505	259,60	16,29	245,200	11,9	170	99	0.00771759894204	0.660175404537	0.904,0.546	0.928,0.928	-0.203
7009	"ENSG00000241343.5"	"RPL36A"	chrX	+	100646189	100646380	100646189	100646333	100646446	100646552	7009	7,11	52,64	9,6	17,16	145	99	0.00778754885566	0.660175404537	0.084,0.105	0.265,0.204	-0.14
10850	"ENSG00000146826.10"	"C7orf43"	chr7	-	99754915	99755082	99754995	99755082	99754716	99754837	10850	2,0	90,84	5,3	53,41	178	99	0.00796658091101	0.668461171747	0.012,0.0	0.05,0.039	-0.038
8513	"ENSG00000197701.7"	"ZNF595"	chr4	+	53788	53995	53788	53850	59322	59449	8513	3,86	1,0	22,31	0,0	197	99	0.00841375010437	0.698851182911	0.601,1.0	1.0,1.0	-0.2
10650	"ENSG00000111605.12"	"CPSF6"	chr12	+	69644908	69645041	69644908	69644921	69656248	69656342	10650	28,2	0,1	14,12	1,1	197	99	0.00859470587447	0.700308058255	1.0,0.501	0.876,0.858	-0.117
13600	"ENSG00000160299.12"	"PCNT"	chr21	+	47851442	47852129	47851442	47851892	47855816	47856061	13600	67,25	12,30	71,50	6,4	197	99	0.00868678364855	0.700308058255	0.737,0.295	0.856,0.863	-0.343
2451	"ENSG00000077097.9"	"TOP2B"	chr3	-	25672291	25672430	25672324	25672430	25671802	25671960	2451	53,529	10,7	92,149	0,0	131	99	0.00863548289169	0.700308058255	0.8,0.983	1.0,1.0	-0.109
10997	"ENSG00000153933.5"	"DGKE"	chr17	+	54933872	54934026	54933872	54933986	54935954	54936026	10997	1,2	13,20	6,4	9,7	138	99	0.00901156175852	0.719437595537	0.052,0.067	0.324,0.291	-0.248
12349	"ENSG00000100028.7"	"SNRPD3"	chr22	+	24951976	24952196	24951976	24952025	24953624	24953720	12349	1104,1018	33,42	391,391	27,21	197	99	0.00912345544167	0.721367058624	0.944,0.924	0.879,0.903	0.043
1590	"ENSG00000106603.13"	"COA1"	chr7	-	43690091	43690311	43690210	43690311	43688198	43688251	1590	10,0	40,45	10,9	29,21	197	99	0.009316444514	0.729610697511	0.112,0.0	0.148,0.177	-0.106
1232	"ENSG00000112146.12"	"FBXO9"	chr6	+	52957531	52957642	52957531	52957622	52958263	52958359	1232	0,2	87,87	4,4	54,42	118	99	0.00959015770903	0.736437751257	0.0,0.019	0.059,0.074	-0.057
13533	"ENSG00000130177.10"	"CDC16"	chr13	+	115024809	115025039	115024809	115024873	115028353	115028489	13533	9,17	5,0	7,7	16,10	197	99	0.00973083401804	0.736437751257	0.475,1.0	0.18,0.26	0.518
2471	"ENSG00000198546.10"	"ZNF511"	chr10	+	135125219	135125345	135125219	135125320	135126291	135126621	2471	53,47	12,25	66,59	10,6	123	99	0.00957811432454	0.736437751257	0.78,0.602	0.842,0.888	-0.174
3016	"ENSG00000100650.11"	"SRSF5"	chr14	+	70233809	70234097	70233809	70233972	70234854	70234999	3016	144,65	808,672	136,91	637,489	197	99	0.00976185271641	0.736437751257	0.082,0.046	0.097,0.086	-0.027
3950	"ENSG00000125458.2"	"NT5C"	chr17	-	73127059	73127376	73127139	73127376	73126847	73126962	3950	18,7	90,62	26,16	66,52	178	99	0.010105824804	0.748650426696	0.1,0.059	0.18,0.146	-0.083
5265	"ENSG00000010219.9"	"DYRK4"	chr12	+	4699495	4699720	4699495	4699606	4700325	4700464	5265	0,1	6,1	1,1	1,0	197	99	0.0100856988018	0.748650426696	0.0,0.334	0.334,1.0	-0.5
309	"ENSG00000115446.7"	"UNC50"	chr2	+	99227237	99227454	99227237	99227358	99232669	99232809	309	0,1	38,72	2,2	15,20	194	99	0.0103128197869	0.757163545604	0.0,0.007	0.064,0.049	-0.053
9170	"ENSG00000228889.2"	"UBAC2-AS1"	chr13	-	99852619	99852964	99852891	99852964	99848630	99850056	9170	4,2	2,7	1,1	0,0	197	99	0.0104451703082	0.760094118976	0.501,0.126	1.0,1.0	-0.686
1062	"ENSG00000162063.8"	"CCNF"	chr16	+	2488070	2488232	2488070	2488124	2489353	2489458	1062	0,2	15,58	4,3	16,17	197	99	0.0105644830065	0.762032840021	0.0,0.017	0.112,0.081	-0.088
2793	"ENSG00000015479.13"	"MATR3"	chr5	+	138650363	138650509	138650363	138650425	138651764	138651877	2793	17,18	102,102	4,4	8,8	182	99	0.0110161202865	0.78770049666	0.083,0.088	0.214,0.214	-0.129
10305	"ENSG00000229117.4"	"RPL41"	chr12	+	56510558	56510714	56510558	56510613	56510972	56510995	10305	315,467	13,28	584,418	14,12	197	99	0.0117856785925	0.83546237126	0.924,0.893	0.954,0.946	-0.041
10554	"ENSG00000012048.15"	"BRCA1"	chr17	-	41243451	41246877	41246760	41246877	41242960	41243049	10554	23,19	18,24	23,20	9,7	197	99	0.0120224450764	0.837801405621	0.391,0.285	0.562,0.589	-0.238
1640	"ENSG00000127564.12"	"PKMYT1"	chr16	-	3029648	3029937	3029808	3029937	3026664	3027032	1640	285,340	19,19	297,217	8,5	197	99	0.0119862659863	0.837801405621	0.883,0.9	0.949,0.956	-0.061
1092	"ENSG00000102984.10"	"ZNF821"	chr16	-	71901795	71901940	71901814	71901940	71898805	71898951	1092	8,11	2,6	4,3	9,7	117	99	0.0125844377159	0.858290169353	0.772,0.608	0.273,0.266	0.42
484	"ENSG00000156171.10"	"DRAM2"	chr1	-	111682122	111682336	111682209	111682336	111680144	111680208	484	14,21	1,0	19,12	7,4	185	99	0.0126295890176	0.858290169353	0.882,1.0	0.592,0.616	0.337
