ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
14674	"ENSG00000115211.11"	"EIF2B4"	chr2	-	27589951	27590162	27589951	27590068	27590323	27590426	14674	0,2	93,86	6,6	25,38	192	99	1.60355967929e-05	0.0104250244562	0.0,0.012	0.11,0.075	-0.086
11361	"ENSG00000175197.6"	"DDIT3"	chr12	-	57911051	57911325	57911051	57911221	57911488	57911536	11361	0,0	39,44	55,32	216,169	197	99	1.75878991924e-05	0.0107989701041	0.0,0.0	0.113,0.087	-0.1
609	"ENSG00000155363.14"	"MOV10"	chr1	+	113242079	113242432	113242306	113242432	113241336	113241411	609	26,4	110,43	38,20	53,38	197	99	2.18257441513e-05	0.0126956907558	0.106,0.045	0.265,0.209	-0.161
319	"ENSG00000198901.9"	"PRC1"	chr15	-	91524113	91524343	91524113	91524263	91524728	91524891	319	28,1	324,395	31,19	242,179	178	99	3.1634350938e-05	0.0174811423283	0.046,0.001	0.067,0.056	-0.038
4792	"ENSG00000221968.4"	"FADS3"	chr11	-	61643830	61643951	61643830	61643927	61644337	61644435	4792	28,0	133,46	25,21	46,38	122	99	4.30590482022e-05	0.0226613619396	0.146,0.0	0.306,0.31	-0.235
7214	"ENSG00000217930.3"	"PAM16"	chr16	-	4391368	4391673	4391368	4391505	4393207	4393292	7214	1,15	48,80	23,14	46,31	197	99	8.45105778744e-05	0.0424550412122	0.01,0.086	0.201,0.185	-0.145
8483	"ENSG00000204220.5"	"PFDN6"	chr6	+	33257546	33257697	33257615	33257697	33257078	33257397	8483	337,258	21,0	194,164	23,17	167	99	9.36606442844e-05	0.0450059756796	0.905,1.0	0.833,0.851	0.111
10376	"ENSG00000123473.11"	"STIL"	chr1	-	47728574	47728785	47728574	47728734	47735306	47735538	10376	142,142	43,75	169,122	26,18	149	99	0.000103568845557	0.047693453379	0.687,0.557	0.812,0.818	-0.193
7111	"ENSG00000221978.7"	"CCNL2"	chr1	-	1333612	1333798	1333612	1333722	1333976	1334051	7111	4,0	206,117	15,12	189,130	174	99	0.000117044610769	0.0517430815288	0.011,0.0	0.043,0.05	-0.041
14737	"ENSG00000163584.13"	"RPL22L1"	chr3	-	170585801	170585990	170585801	170585923	170586086	170586179	14737	65,130	39,101	193,144	63,54	165	99	0.000141466664588	0.0579070213714	0.5,0.436	0.648,0.615	-0.163
5535	"ENSG00000127054.14"	"CPSF3L"	chr1	-	1249111	1249485	1249111	1249301	1249680	1249745	5535	26,5	220,216	37,19	166,132	197	99	0.000138656234503	0.0579070213714	0.056,0.011	0.101,0.067	-0.051
10132	"ENSG00000132432.9"	"SEC61G"	chr7	-	54825187	54825412	54825187	54825287	54826850	54826939	10132	5,37	205,211	8,5	252,204	197	99	0.000191990449612	0.0744183402111	0.012,0.081	0.016,0.012	0.033
10379	"ENSG00000123473.11"	"STIL"	chr1	-	47728574	47728788	47728574	47728734	47735306	47735538	10379	144,154	43,75	160,121	26,18	152	99	0.000202004180812	0.0744183402111	0.686,0.572	0.8,0.814	-0.178
11745	"ENSG00000072415.4"	"MPP5"	chr14	+	67745734	67746254	67745966	67746254	67736417	67736500	11745	0,2	2,19	7,5	3,2	197	99	0.00019570650815	0.0744183402111	0.0,0.05	0.54,0.557	-0.523
14191	"ENSG00000156976.10"	"EIF4A2"	chr3	+	186505267	186505373	186505283	186505373	186504915	186505053	14191	15,39	227,825	12,11	689,502	114	99	0.000265692911453	0.0874780290745	0.054,0.039	0.015,0.019	0.029
15578	"ENSG00000127483.13"	"HP1BP3"	chr1	-	21076259	21076468	21076259	21076375	21091869	21092024	15578	47,69	49,62	85,60	37,24	191	99	0.000269114457884	0.0874780290745	0.332,0.366	0.544,0.564	-0.205
17499	"ENSG00000166441.8"	"RPL27A"	chr11	+	8706243	8706439	8706369	8706439	8705552	8705628	17499	0,0	21,71	7,6	43,27	197	99	0.000261983645347	0.0874780290745	0.0,0.0	0.076,0.1	-0.088
5660	"ENSG00000159592.6"	"GPBP1L1"	chr1	-	46120861	46121072	46120861	46120991	46124699	46124814	5660	25,0	266,323	28,17	204,184	179	99	0.00026175693374	0.0874780290745	0.049,0.0	0.071,0.049	-0.035
15801	"ENSG00000196531.6"	"NACA"	chr12	-	57118235	57118333	57118235	57118307	57119046	57119083	15801	200,206	399,454	196,136	645,479	124	99	0.000296584124338	0.0936527926338	0.286,0.266	0.195,0.185	0.086
323	"ENSG00000198901.9"	"PRC1"	chr15	-	91524814	91524926	91524814	91524899	91524977	91525211	323	4,3	343,415	12,9	260,219	125	99	0.000327165592092	0.100439836772	0.009,0.006	0.035,0.032	-0.026
5026	"ENSG00000130830.10"	"MPP1"	chrX	-	154014478	154014709	154014478	154014675	154018228	154018297	5026	24,41	789,378	16,10	589,524	132	99	0.000385592120717	0.112146424162	0.022,0.075	0.02,0.014	0.032
6979	"ENSG00000059378.8"	"PARP12"	chr7	-	139737514	139737761	139737514	139737656	139741443	139741639	6979	0,2	51,51	7,5	29,22	197	99	0.000384487512433	0.112146424162	0.0,0.019	0.108,0.103	-0.096
14648	"ENSG00000123136.10"	"DDX39A"	chr19	-	14520553	14520793	14520553	14520685	14521027	14521146	14648	48,41	224,296	70,44	189,152	197	99	0.000427687086542	0.121199940525	0.097,0.065	0.157,0.127	-0.061
12211	"ENSG00000185686.13"	"PRAME"	chr22	-	22899231	22899397	22899231	22899350	22899964	22900000	12211	181,65	1213,1642	133,96	897,747	145	99	0.000524747757903	0.1448030676	0.092,0.026	0.092,0.081	-0.027
2710	"ENSG00000124214.15"	"STAU1"	chr20	-	47740911	47741142	47740911	47741124	47752369	47752468	2710	45,40	166,88	27,19	172,135	116	99	0.000537181123018	0.1448030676	0.188,0.28	0.118,0.107	0.122
628	"ENSG00000165119.14"	"HNRNPK"	chr9	-	86585651	86585734	86585651	86585719	86585811	86585827	628	0,1400	28,23	434,647	3,0	113	99	0.000610137591335	0.160553349034	0.0,0.982	0.992,1.0	-0.505
9734	"ENSG00000109046.10"	"WSB1"	chr17	+	25634769	25636298	25636125	25636298	25633807	25633908	9734	144,34	77,158	194,136	60,48	197	99	0.00102082037985	0.26237457763	0.484,0.098	0.619,0.587	-0.312
12016	"ENSG00000004897.7"	"CDC27"	chr17	-	45229171	45229302	45229171	45229284	45232037	45232152	12016	31,39	184,200	17,12	210,154	116	99	0.00115673736115	0.290551393532	0.126,0.143	0.065,0.062	0.071
15301	"ENSG00000160285.10"	"LSS"	chr21	-	47611794	47611970	47611794	47611873	47614404	47614575	15301	28,13	101,101	10,14	17,26	195	99	0.00120604221901	0.296063212379	0.123,0.061	0.23,0.215	-0.131
7215	"ENSG00000217930.3"	"PAM16"	chr16	-	4391368	4391584	4391368	4391505	4393207	4393292	7215	1,14	48,80	18,11	46,31	177	99	0.00123225730813	0.296063212379	0.012,0.089	0.18,0.166	-0.122
14771	"ENSG00000143353.7"	"LYPLAL1"	chr1	+	219366423	219366593	219366471	219366593	219352471	219352588	14771	71,54	33,35	107,85	28,19	146	99	0.00145212658001	0.334352145047	0.593,0.511	0.722,0.752	-0.185
15008	"ENSG00000137955.11"	"RABGGTB"	chr1	+	76257865	76257971	76257881	76257971	76257145	76257256	15008	146,107	49,94	220,185	46,37	114	99	0.00143626758559	0.334352145047	0.721,0.497	0.806,0.813	-0.201
11170	"ENSG00000110955.4"	"ATP5B"	chr12	-	57036456	57036615	57036456	57036468	57037186	57037407	11170	5278,4462	32,27	2414,2860	28,34	197	99	0.00151930542136	0.342680888099	0.988,0.988	0.977,0.977	0.011
11362	"ENSG00000175197.6"	"DDIT3"	chr12	-	57911051	57911221	57911051	57911207	57911488	57911536	11362	42,48	14,16	231,181	35,24	112	99	0.00167934584141	0.364187234441	0.726,0.726	0.854,0.87	-0.136
2937	"ENSG00000073060.11"	"SCARB1"	chr12	-	125267228	125267422	125267228	125267357	125270902	125271049	2937	21,0	53,32	15,21	23,23	163	99	0.0016918957442	0.364187234441	0.194,0.0	0.284,0.357	-0.224
3612	"ENSG00000122644.8"	"ARL4A"	chr7	+	12727793	12728539	12728374	12728539	12727259	12727353	3612	106,39	9,10	80,66	1,1	197	99	0.00171351214178	0.364187234441	0.855,0.662	0.976,0.971	-0.215
10919	"ENSG00000175061.13"	"C17orf76-AS1"	chr17	+	16342894	16343567	16343498	16343567	16342640	16342728	10919	167,318	3175,251	361,234	4726,3711	197	99	0.00183409060159	0.382459798656	0.026,0.389	0.037,0.031	0.174
8181	"ENSG00000095059.11"	"DHPS"	chr19	-	12790614	12790844	12790614	12790736	12790974	12791139	8181	2,6	123,67	22,10	119,86	197	99	0.001901009103	0.389073196414	0.008,0.043	0.085,0.055	-0.045
12673	"ENSG00000223756.2"	"TSSC2"	chr11	+	3426062	3426193	3426083	3426193	3424822	3424882	12673	5,14	25,38	4,3	65,39	119	99	0.00207349203431	0.409218463628	0.143,0.235	0.049,0.06	0.135
13078	"ENSG00000115414.14"	"FN1"	chr2	-	216236631	216237098	216236631	216236738	216238044	216238134	13078	24,67	3,12	75,36	1,1	197	99	0.00204467645938	0.409218463628	0.801,0.737	0.974,0.948	-0.192
531	"ENSG00000167508.6"	"MVD"	chr16	-	88722512	88722969	88722512	88722712	88723843	88723990	531	3,9	41,33	38,21	69,45	197	99	0.00215386963421	0.417623985917	0.035,0.121	0.217,0.19	-0.126
17602	"ENSG00000178999.8"	"AURKB"	chr17	-	8111055	8111219	8111055	8111158	8113847	8113899	17602	5,5	25,52	22,15	50,32	159	99	0.00230396271814	0.431582982388	0.111,0.056	0.215,0.226	-0.137
396	"ENSG00000265590.5"	"AP000275.65"	chr21	-	33974581	33974733	33974581	33974677	33975470	33975602	396	19,55	505,293	14,14	304,347	154	99	0.00230178039927	0.431582982388	0.024,0.108	0.029,0.025	0.039
14806	"ENSG00000148334.10"	"PTGES2"	chr9	-	130884640	130884925	130884640	130884758	130885212	130885413	14806	18,14	131,128	32,19	107,78	197	99	0.00257423404275	0.466400567877	0.065,0.052	0.131,0.109	-0.061
5563	"ENSG00000261771.1"	"DYX1C1-CCPG1"	chr15	-	55663990	55664242	55663990	55664228	55669146	55669348	5563	72,5	4,0	170,158	1,0	112	99	0.00257322104994	0.466400567877	0.941,1.0	0.993,1.0	-0.026
10458	"ENSG00000079134.7"	"THOC1"	chr18	-	225088	225271	225088	225139	225336	225403	10458	30,29	31,42	27,27	11,15	197	99	0.00292745423486	0.513559114344	0.327,0.258	0.552,0.475	-0.221
7026	"ENSG00000113369.4"	"ARRDC3"	chr5	-	90669500	90669693	90669500	90669655	90669930	90670093	7026	14,15	120,46	7,5	126,84	136	99	0.00290248709198	0.513559114344	0.078,0.192	0.039,0.042	0.095
4302	"ENSG00000237643.1"	"RP11-462G2.1"	chr6	+	71104929	71104969	71104932	71104969	71104589	71104746	4302	0,27	106,460	6,4	391,284	101	99	0.00323895223129	0.553121895121	0.0,0.054	0.015,0.014	0.013
5238	"ENSG00000108654.7"	"DDX5"	chr17	-	62496792	62497000	62496792	62496891	62498127	62498187	5238	517,362	628,573	368,338	338,342	197	99	0.00325306941575	0.553121895121	0.293,0.241	0.354,0.332	-0.076
11068	"ENSG00000119953.8"	"SMNDC1"	chr10	-	112057324	112057503	112057324	112057486	112058405	112058548	11068	9,13	67,104	4,3	119,87	115	99	0.00338718978426	0.554451700808	0.104,0.097	0.028,0.029	0.072
11395	"ENSG00000103335.15"	"PIEZO1"	chr16	-	88787945	88788134	88787945	88788081	88788215	88788474	11395	313,220	10,12	327,296	5,2	151	99	0.00339045005541	0.554451700808	0.954,0.923	0.977,0.99	-0.045
17768	"ENSG00000178982.5"	"EIF3K"	chr19	+	39114716	39114837	39114744	39114837	39109835	39109967	17768	22,26	4,0	21,17	11,9	126	99	0.00341139301981	0.554451700808	0.812,1.0	0.6,0.597	0.307
6490	"ENSG00000234722.3"	"AC073236.3"	chr7	-	153102577	153102778	153102577	153102683	153110697	153111021	6490	93,39	315,347	66,48	190,152	193	99	0.00350148439358	0.56084645678	0.132,0.055	0.151,0.139	-0.052
18380	"ENSG00000189283.5"	"FHIT"	chr3	-	59735035	59735305	59735035	59735294	59737946	59738047	18380	13,9	39,30	26,16	30,19	109	99	0.00389479390478	0.614932317652	0.232,0.214	0.44,0.433	-0.213
12130	"ENSG00000076108.7"	"BAZ2A"	chr12	-	56994726	56994882	56994726	56994870	56994963	56995186	12130	176,207	3,5	170,120	13,8	110	99	0.00399660321195	0.621269273715	0.981,0.974	0.922,0.931	0.051
16525	"ENSG00000168488.14"	"ATXN2L"	chr16	+	28848048	28848558	28848071	28848558	28847253	28847443	16525	93,103	59,50	45,28	46,32	121	99	0.0040995716393	0.621269273715	0.563,0.628	0.445,0.417	0.164
6136	"ENSG00000147162.9"	"OGT"	chrX	+	70764416	70767873	70767756	70767873	70757678	70757922	6136	226,94	4,2	169,130	13,9	197	99	0.00410357012135	0.621269273715	0.966,0.959	0.867,0.879	0.089
16618	"ENSG00000143851.11"	"PTPN7"	chr1	-	202126866	202127066	202126866	202126951	202127245	202127429	16618	55,51	275,242	51,43	144,124	197	99	0.00440888623092	0.649863577737	0.091,0.096	0.151,0.148	-0.056
6328	"ENSG00000187514.10"	"PTMA"	chr2	+	232576596	232576693	232576599	232576693	232576057	232576129	6328	188,233	2809,3200	330,312	3367,3153	101	99	0.00441004056553	0.649863577737	0.062,0.067	0.088,0.088	-0.023
13177	"ENSG00000269871.1"	"AC040977.1"	chr17	-	6916637	6916854	6916637	6916835	6916984	6917062	13177	27,13	219,333	30,23	206,158	117	99	0.0045930669027	0.667928623798	0.094,0.032	0.11,0.11	-0.047
15730	"ENSG00000071794.11"	"HLTF"	chr3	-	148777504	148777594	148777504	148777591	148778429	148778474	15730	75,41	18,9	54,39	29,21	101	99	0.00491830455497	0.705936388851	0.803,0.817	0.646,0.645	0.165
11195	"ENSG00000197622.8"	"CDC42SE1"	chr1	-	151027491	151027629	151027491	151027602	151028152	151028469	11195	21,5	325,420	25,20	303,295	125	99	0.00518939604739	0.735297501484	0.049,0.009	0.061,0.051	-0.027
10304	"ENSG00000134644.11"	"PUM1"	chr1	-	31452908	31453025	31452908	31453013	31454158	31454252	10304	3,6	20,38	10,6	15,11	110	99	0.00527032490986	0.737311783592	0.119,0.124	0.375,0.329	-0.23
13977	"ENSG00000132305.16"	"IMMT"	chr2	-	86398330	86398504	86398330	86398435	86400772	86400884	13977	167,161	234,366	186,143	213,165	167	99	0.00549226374807	0.747693770818	0.297,0.207	0.341,0.339	-0.088
18357	"ENSG00000151923.13"	"TIAL1"	chr10	-	121341433	121341588	121341433	121341521	121341680	121341735	18357	0,0	47,71	6,5	68,59	165	99	0.00567892111316	0.747693770818	0.0,0.0	0.05,0.048	-0.049
2762	"ENSG00000065150.14"	"IPO5"	chr13	+	98673989	98674282	98674137	98674282	98673245	98673387	2762	198,217	0,20	210,152	1,1	197	99	0.0055975670475	0.747693770818	1.0,0.845	0.991,0.987	-0.067
3735	"ENSG00000161217.7"	"PCYT1A"	chr3	-	195974237	195974514	195974237	195974389	195975077	195975194	3735	2,3	90,91	7,4	49,38	197	99	0.00544716753355	0.747693770818	0.011,0.016	0.067,0.05	-0.045
7043	"ENSG00000162923.10"	"WDR26"	chr1	-	224612219	224612421	224612219	224612356	224619226	224619283	7043	0,8	103,130	6,5	50,37	163	99	0.0056827973895	0.747693770818	0.0,0.036	0.068,0.076	-0.054
16644	"ENSG00000183258.7"	"DDX41"	chr5	-	176942186	176942340	176942186	176942259	176942685	176942822	16644	102,112	337,302	91,70	425,312	179	99	0.00601870324042	0.773473351315	0.143,0.17	0.106,0.11	0.049
7227	"ENSG00000198721.8"	"ECI2"	chr6	-	4133782	4133960	4133782	4133935	4135744	4135825	7227	263,272	148,171	58,69	60,63	123	99	0.00598186900476	0.773473351315	0.589,0.561	0.438,0.469	0.121
12165	"ENSG00000074201.4"	"CLNS1A"	chr11	-	77333544	77333734	77333544	77333718	77336007	77336115	12165	16,9	786,366	6,3	775,657	114	99	0.00612233291819	0.777747395538	0.017,0.021	0.007,0.004	0.014
12540	"ENSG00000234741.3"	"GAS5"	chr1	-	173833038	173833236	173833038	173833213	173833394	173833442	12540	3,5	424,847	25,22	1307,876	121	99	0.00645071412166	0.783464655227	0.006,0.005	0.015,0.02	-0.012
4338	"ENSG00000137074.14"	"APTX"	chr9	-	32987541	32987844	32987541	32987729	32989756	32989893	4338	98,93	12,14	76,66	25,18	197	99	0.00634407685183	0.783464655227	0.804,0.769	0.604,0.648	0.16
9006	"ENSG00000029534.15"	"ANK1"	chr8	-	41529871	41530430	41529871	41529944	41542061	41542208	9006	218,22	54,60	155,130	22,18	197	99	0.00624828222847	0.783464655227	0.67,0.156	0.78,0.784	-0.369
9526	"ENSG00000137817.12"	"PARP6"	chr15	-	72543185	72543298	72543185	72543295	72543547	72543596	9526	13,36	101,89	29,21	52,33	101	99	0.0064508942839	0.783464655227	0.112,0.284	0.353,0.384	-0.171
10079	"ENSG00000117360.8"	"PRPF3"	chr1	+	150312873	150312953	150312878	150312953	150310635	150310802	10079	153,204	0,2	126,91	6,3	103	99	0.00680052555633	0.808165682243	1.0,0.99	0.953,0.967	0.035
7069	"ENSG00000139641.8"	"ESYT1"	chr12	+	56527863	56527965	56527893	56527965	56527564	56527657	7069	56,104	283,158	39,32	230,199	128	99	0.00675369887925	0.808165682243	0.133,0.337	0.116,0.111	0.122
10784	"ENSG00000178149.12"	"DALRD3"	chr3	-	49053405	49053519	49053405	49053493	49053590	49053773	10784	41,14	2,1	24,14	8,5	124	99	0.00716517754339	0.842441938399	0.942,0.918	0.705,0.691	0.232
14186	"ENSG00000124279.7"	"FASTKD3"	chr5	-	7861695	7861886	7861695	7861765	7862935	7863110	14186	16,32	33,60	33,26	28,26	197	99	0.00730604914289	0.84996268555	0.196,0.211	0.372,0.334	-0.149
6214	"ENSG00000213654.5"	"GPSM3"	chr6	-	32159485	32159685	32159485	32159647	32159924	32160027	6214	142,106	49,29	165,126	31,19	136	99	0.00781417324467	0.89033239897	0.678,0.727	0.795,0.828	-0.109
9007	"ENSG00000029534.15"	"ANK1"	chr8	-	41529871	41530047	41529871	41529944	41542061	41542208	9007	175,17	54,60	114,94	22,18	197	99	0.00774522669705	0.89033239897	0.62,0.125	0.723,0.724	-0.351
17776	"ENSG00000160767.16"	"FAM189B"	chr1	-	155221523	155221699	155221523	155221696	155223415	155223523	17776	17,10	37,42	8,5	66,46	101	99	0.00795742050249	0.897402157077	0.311,0.189	0.106,0.096	0.149
15803	"ENSG00000169519.15"	"METTL15"	chr11	+	28318299	28318478	28318343	28318478	28311752	28311944	15803	15,12	10,18	25,19	8,4	142	99	0.00837991805301	0.926148543219	0.511,0.317	0.685,0.768	-0.313
4592	"ENSG00000105699.12"	"LSR"	chr19	+	35757738	35757870	35757741	35757870	35757581	35757641	4592	55,114	26,38	80,60	15,10	101	99	0.00830425540567	0.926148543219	0.675,0.746	0.839,0.855	-0.136
12868	"ENSG00000078808.12"	"SDF4"	chr1	-	1154148	1154323	1154148	1154307	1158623	1158737	12868	11,9	127,158	2,1	127,99	114	99	0.00852157834555	0.932480038367	0.07,0.047	0.013,0.009	0.048
5911	"ENSG00000116459.6"	"ATP5F1"	chr1	+	111998707	111998871	111998848	111998871	111992458	111992495	5911	25,87	7,6	22,19	11,9	197	99	0.00877661458268	0.950972003606	0.642,0.879	0.501,0.515	0.252
11242	"ENSG00000072071.12"	"LPHN1"	chr19	-	14262944	14263034	14262944	14262962	14263120	14263249	11242	1,0	16,10	6,4	10,7	170	99	0.00898620389714	0.964228402633	0.035,0.0	0.259,0.25	-0.237
12750	"ENSG00000134222.12"	"PSRC1"	chr1	-	109823398	109823873	109823398	109823668	109824240	109824682	12750	150,70	8,8	185,118	4,2	197	99	0.00932360564176	0.981376090978	0.904,0.815	0.959,0.967	-0.104
16622	"ENSG00000143851.11"	"PTPN7"	chr1	-	202127245	202127448	202127245	202127429	202128408	202128582	16622	9,4	129,164	10,9	88,70	117	99	0.00924066586998	0.981376090978	0.056,0.02	0.088,0.098	-0.055
18202	"ENSG00000162419.8"	"GMEB1"	chr1	+	29016585	29016698	29016615	29016698	29010094	29010252	18202	18,0	60,65	12,11	33,26	128	99	0.00942703497532	0.982901797615	0.188,0.0	0.22,0.247	-0.139
9934	"ENSG00000119326.10"	"CTNNAL1"	chr9	-	111704850	111705151	111704850	111705114	111705240	111705324	9934	2,37	244,71	5,5	173,142	135	99	0.00953897045974	0.985277584309	0.006,0.276	0.021,0.025	0.118
14759	"ENSG00000165338.12"	"HECTD2"	chr10	+	93255961	93256129	93255970	93256129	93253176	93253265	14759	1,0	1,18	1,0	2,3	107	99	0.0100071729499	0.987493530735	0.481,0.0	0.316,0.0	0.082
16069	"ENSG00000119321.4"	"FKBP15"	chr9	-	115936707	115936863	115936707	115936853	115938816	115938953	16069	126,135	1,1	82,63	5,3	108	99	0.00995752139233	0.987493530735	0.991,0.992	0.938,0.951	0.047
5608	"ENSG00000136381.8"	"IREB2"	chr15	+	78790374	78790551	78790548	78790551	78789467	78789653	5608	0,217	9,4	62,131	0,0	197	99	0.00972230616149	0.987493530735	0.0,0.965	1.0,1.0	-0.518
7903	"ENSG00000017483.10"	"SLC38A5"	chrX	-	48319034	48319150	48319034	48319146	48320103	48320183	7903	29,122	4,6	70,68	0,0	102	99	0.00990302975992	0.987493530735	0.876,0.952	1.0,1.0	-0.086
8773	"ENSG00000139428.7"	"MMAB"	chr12	-	109998844	109999134	109998844	109998909	109999224	109999322	8773	7,8	44,33	16,11	29,22	197	99	0.00977467912386	0.987493530735	0.074,0.109	0.217,0.201	-0.118
10000	"ENSG00000163554.7"	"SPTA1"	chr1	-	158604332	158604465	158604332	158604419	158605702	158605824	10000	223,0	4,0	117,100	1,0	144	99	1	1.0	0.975,NA	0.988,1.0	-0.019
10003	"ENSG00000147649.5"	"MTDH"	chr8	+	98703179	98703416	98703256	98703416	98701265	98701331	10003	93,102	1,0	41,41	0,0	175	99	0.689460927892	1.0	0.981,1.0	1.0,1.0	-0.01
10004	"ENSG00000147649.5"	"MTDH"	chr8	+	98703179	98703416	98703188	98703416	98701265	98701331	10004	37,96	0,0	72,65	1,1	107	99	0.404541026324	1.0	1.0,1.0	0.985,0.984	0.016
10006	"ENSG00000172757.8"	"CFL1"	chr11	-	65623124	65623272	65623124	65623201	65623405	65623713	10006	7,0	2495,2418	7,5	1572,1358	169	99	1	1.0	0.002,0.0	0.003,0.002	-0.002
10007	"ENSG00000185122.6"	"HSF1"	chr8	+	145537787	145537839	145537811	145537839	145537647	145537717	10007	9,71	0,1	25,21	0,0	122	99	1	1.0	1.0,0.983	1.0,1.0	-0.008
1000	"ENSG00000155984.10"	"TMEM185A"	chrX	-	148690313	148690521	148690313	148690516	148692969	148693146	1000	6,15	0,1	14,10	1,1	103	99	1	1.0	1.0,0.935	0.931,0.906	0.049
10011	"ENSG00000172939.4"	"OXSR1"	chr3	+	38266041	38266195	38266061	38266195	38265302	38265404	10011	0,1	13,107	0,0	36,45	118	99	0.883957059685	1.0	0.0,0.008	0.0,0.0	0.004
10012	"ENSG00000172939.4"	"OXSR1"	chr3	+	38284037	38284269	38284233	38284269	38278329	38278452	10012	2,0	101,100	1,1	99,79	197	99	1	1.0	0.01,0.0	0.005,0.006	-0.0
10014	"ENSG00000136463.7"	"TACO1"	chr17	+	61684646	61684824	61684708	61684824	61683672	61683800	10014	29,221	0,1	58,72	0,0	160	99	0.915582420285	1.0	1.0,0.993	1.0,1.0	-0.004
